year,tree_id,species,bb_doy,fbb_doy,fbb_minus_bb
2009,FRAM-03,FRAM,119,NA,NA
2010,FRAM-03,FRAM,121,NA,NA
2011,FRAM-03,FRAM,130,NA,NA
2012,FRAM-03,FRAM,125,NA,NA
2013,FRAM-03,FRAM,127,NA,NA
2014,FRAM-03,FRAM,134,NA,NA
2015,FRAM-03,FRAM,129,NA,NA
2016,FRAM-03,FRAM,133,NA,NA
2017,FRAM-03,FRAM,133,NA,NA
2018,FRAM-03,FRAM,129,NA,NA
2019,FRAM-03,FRAM,137,NA,NA
2020,FRAM-03,FRAM,139,NA,NA
2021,FRAM-03,FRAM,136,NA,NA
2022,FRAM-03,FRAM,135,NA,NA
2023,FRAM-03,FRAM,132,NA,NA
1990,FRAM-04,FRAM,124,NA,NA
1991,FRAM-04,FRAM,130,NA,NA
1992,FRAM-04,FRAM,134,141,7
1993,FRAM-04,FRAM,123,NA,NA
1994,FRAM-04,FRAM,135,134,-1
1995,FRAM-04,FRAM,134,134,0
1996,FRAM-04,FRAM,132,NA,NA
1997,FRAM-04,FRAM,142,138,-4
1998,FRAM-04,FRAM,128,NA,NA
1999,FRAM-04,FRAM,132,120,-12
2000,FRAM-04,FRAM,132,130,-2
2001,FRAM-04,FRAM,125,124,-1
2002,FRAM-04,FRAM,142,NA,NA
2003,FRAM-04,FRAM,138,132,-6
2004,FRAM-04,FRAM,130,123,-7
2005,FRAM-04,FRAM,148,139,-9
2006,FRAM-04,FRAM,140,126,-14
2007,FRAM-04,FRAM,131,130,-1
2008,FRAM-04,FRAM,134,130,-4
2009,FRAM-04,FRAM,125,129,4
2010,FRAM-04,FRAM,129,NA,NA
2011,FRAM-04,FRAM,133,132,-1
2012,FRAM-04,FRAM,131,NA,NA
2013,FRAM-04,FRAM,130,124,-6
2014,FRAM-04,FRAM,140,NA,NA
1991,FRAM-05,FRAM,132,NA,NA
1992,FRAM-05,FRAM,138,138,0
1993,FRAM-05,FRAM,130,NA,NA
1994,FRAM-05,FRAM,135,134,-1
1995,FRAM-05,FRAM,139,139,0
2007,FRAM-06,FRAM,128,NA,NA
2008,FRAM-07,FRAM,130,NA,NA
2009,FRAM-07,FRAM,127,133,6
2010,FRAM-07,FRAM,122,NA,NA
2011,FRAM-07,FRAM,131,132,1
2012,FRAM-07,FRAM,131,NA,NA
2013,FRAM-07,FRAM,128,124,-4
2014,FRAM-07,FRAM,140,NA,NA
2015,FRAM-07,FRAM,129,129,0
2016,FRAM-07,FRAM,142,NA,NA
2017,FRAM-07,FRAM,138,NA,NA
2018,FRAM-07,FRAM,134,130,-4
2019,FRAM-07,FRAM,139,NA,NA
2020,FRAM-07,FRAM,144,NA,NA
2021,FRAM-07,FRAM,137,NA,NA
2022,FRAM-07,FRAM,NA,NA,NA
2023,FRAM-07,FRAM,NA,NA,NA
2015,FRAM-08,FRAM,129,129,0
2016,FRAM-08,FRAM,139,NA,NA
2017,FRAM-08,FRAM,137,NA,NA
2018,FRAM-08,FRAM,129,126,-3
2019,FRAM-08,FRAM,138,NA,NA
2020,FRAM-08,FRAM,142,NA,NA
2021,FRAM-08,FRAM,137,NA,NA
2022,FRAM-08,FRAM,135,134,-1
2023,FRAM-08,FRAM,132,NA,NA
2017,FRAM-09,FRAM,136,NA,NA
2018,FRAM-09,FRAM,141,130,-11
2019,FRAM-09,FRAM,140,NA,NA
2020,FRAM-09,FRAM,144,NA,NA
2021,FRAM-09,FRAM,137,NA,NA
2022,FRAM-09,FRAM,NA,NA,NA
2023,FRAM-09,FRAM,NA,NA,NA
1990,HAVI-01,HAVI,124,NA,NA
1991,HAVI-01,HAVI,119,NA,NA
1992,HAVI-01,HAVI,134,NA,NA
1993,HAVI-01,HAVI,123,NA,NA
1994,HAVI-01,HAVI,135,NA,NA
1995,HAVI-01,HAVI,130,NA,NA
1996,HAVI-01,HAVI,126,NA,NA
1997,HAVI-01,HAVI,131,NA,NA
1998,HAVI-01,HAVI,116,NA,NA
1999,HAVI-01,HAVI,125,NA,NA
2000,HAVI-01,HAVI,127,NA,NA
2001,HAVI-01,HAVI,124,NA,NA
2002,HAVI-01,HAVI,110,NA,NA
2003,HAVI-01,HAVI,128,NA,NA
2004,HAVI-01,HAVI,122,NA,NA
2005,HAVI-01,HAVI,125,NA,NA
2006,HAVI-01,HAVI,121,NA,NA
2007,HAVI-01,HAVI,127,NA,NA
2008,HAVI-01,HAVI,123,NA,NA
2009,HAVI-01,HAVI,119,NA,NA
2010,HAVI-01,HAVI,107,NA,NA
2011,HAVI-01,HAVI,124,NA,NA
2012,HAVI-01,HAVI,112,NA,NA
2013,HAVI-01,HAVI,124,NA,NA
2014,HAVI-01,HAVI,133,NA,NA
2015,HAVI-01,HAVI,126,NA,NA
2016,HAVI-01,HAVI,127,NA,NA
2017,HAVI-01,HAVI,119,NA,NA
2018,HAVI-01,HAVI,126,NA,NA
2019,HAVI-01,HAVI,124,NA,NA
2020,HAVI-01,HAVI,136,NA,NA
2021,HAVI-01,HAVI,121,NA,NA
2022,HAVI-01,HAVI,130,NA,NA
2023,HAVI-01,HAVI,116,NA,NA
1990,HAVI-02,HAVI,124,NA,NA
1991,HAVI-02,HAVI,116,NA,NA
1992,HAVI-02,HAVI,134,NA,NA
1993,HAVI-02,HAVI,123,NA,NA
1994,HAVI-02,HAVI,127,NA,NA
1995,HAVI-02,HAVI,130,NA,NA
1996,HAVI-02,HAVI,125,NA,NA
1997,HAVI-02,HAVI,130,NA,NA
1998,HAVI-02,HAVI,111,NA,NA
1999,HAVI-02,HAVI,121,NA,NA
2000,HAVI-02,HAVI,124,NA,NA
2001,HAVI-02,HAVI,122,NA,NA
2002,HAVI-02,HAVI,108,NA,NA
2003,HAVI-02,HAVI,126,NA,NA
2004,HAVI-02,HAVI,120,NA,NA
2005,HAVI-02,HAVI,119,NA,NA
2006,HAVI-02,HAVI,120,NA,NA
2007,HAVI-02,HAVI,125,NA,NA
2008,HAVI-02,HAVI,119,NA,NA
2009,HAVI-02,HAVI,119,NA,NA
2010,HAVI-02,HAVI,106,NA,NA
2011,HAVI-02,HAVI,123,NA,NA
2012,HAVI-02,HAVI,110,NA,NA
2013,HAVI-02,HAVI,122,NA,NA
2014,HAVI-02,HAVI,131,NA,NA
2015,HAVI-02,HAVI,126,NA,NA
2016,HAVI-02,HAVI,126,NA,NA
2017,HAVI-02,HAVI,118,NA,NA
2018,HAVI-02,HAVI,126,NA,NA
2019,HAVI-02,HAVI,123,NA,NA
2020,HAVI-02,HAVI,135,NA,NA
2021,HAVI-02,HAVI,120,NA,NA
2022,HAVI-02,HAVI,130,NA,NA
2023,HAVI-02,HAVI,114,NA,NA
1990,HAVI-03,HAVI,123,NA,NA
1991,HAVI-03,HAVI,119,NA,NA
1992,HAVI-03,HAVI,131,172,41
1993,HAVI-03,HAVI,123,NA,NA
1994,HAVI-03,HAVI,122,NA,NA
1995,HAVI-03,HAVI,126,NA,NA
1996,HAVI-03,HAVI,125,NA,NA
1997,HAVI-03,HAVI,129,NA,NA
1998,HAVI-03,HAVI,112,NA,NA
1999,HAVI-03,HAVI,120,NA,NA
2000,HAVI-03,HAVI,127,NA,NA
2001,HAVI-03,HAVI,120,NA,NA
2002,HAVI-03,HAVI,109,NA,NA
2003,HAVI-03,HAVI,129,NA,NA
2004,HAVI-03,HAVI,120,NA,NA
2005,HAVI-03,HAVI,119,NA,NA
2006,HAVI-03,HAVI,121,NA,NA
2007,HAVI-03,HAVI,125,NA,NA
2008,HAVI-03,HAVI,117,NA,NA
2009,HAVI-03,HAVI,118,NA,NA
2010,HAVI-03,HAVI,107,NA,NA
2011,HAVI-03,HAVI,122,NA,NA
2012,HAVI-03,HAVI,111,NA,NA
2013,HAVI-03,HAVI,121,NA,NA
2014,HAVI-03,HAVI,130,NA,NA
2015,HAVI-03,HAVI,126,NA,NA
2016,HAVI-03,HAVI,127,NA,NA
2017,HAVI-03,HAVI,118,NA,NA
2018,HAVI-03,HAVI,126,NA,NA
2019,HAVI-03,HAVI,122,NA,NA
2020,HAVI-03,HAVI,134,NA,NA
2021,HAVI-03,HAVI,120,NA,NA
2022,HAVI-03,HAVI,129,NA,NA
2023,HAVI-03,HAVI,112,NA,NA
1990,ILVE-01,ILVE,131,186,55
1991,ILVE-01,ILVE,121,NA,NA
1992,ILVE-01,ILVE,138,193,55
1993,ILVE-01,ILVE,123,NA,NA
1994,ILVE-01,ILVE,135,NA,NA
1995,ILVE-01,ILVE,135,184,49
1996,ILVE-01,ILVE,133,NA,NA
1997,ILVE-01,ILVE,136,170,34
1998,ILVE-01,ILVE,124,178,54
1999,ILVE-01,ILVE,130,177,47
2000,ILVE-01,ILVE,130,NA,NA
2001,ILVE-01,ILVE,124,NA,NA
1990,ILVE-02,ILVE,127,176,49
1991,ILVE-02,ILVE,119,163,44
1992,ILVE-02,ILVE,134,182,48
1993,ILVE-02,ILVE,121,NA,NA
1994,ILVE-02,ILVE,122,NA,NA
1995,ILVE-02,ILVE,129,176,47
1996,ILVE-02,ILVE,120,176,56
1997,ILVE-02,ILVE,134,170,36
1998,ILVE-02,ILVE,116,172,56
1999,ILVE-02,ILVE,125,150,25
2000,ILVE-02,ILVE,128,NA,NA
2001,ILVE-02,ILVE,123,174,51
1991,ILVE-03,ILVE,119,168,49
1992,ILVE-03,ILVE,138,NA,NA
1995,ILVE-03,ILVE,130,NA,NA
1996,ILVE-03,ILVE,126,NA,NA
1997,ILVE-03,ILVE,135,NA,NA
1998,ILVE-03,ILVE,114,NA,NA
1999,ILVE-03,ILVE,126,NA,NA
2000,ILVE-03,ILVE,128,NA,NA
2001,ILVE-03,ILVE,124,NA,NA
1991,ILVE-04,ILVE,119,158,39
1992,ILVE-04,ILVE,141,NA,NA
1993,ILVE-04,ILVE,123,172,49
1994,ILVE-04,ILVE,135,169,34
1995,ILVE-04,ILVE,131,NA,NA
1996,ILVE-04,ILVE,128,NA,NA
1997,ILVE-04,ILVE,137,NA,NA
1998,ILVE-04,ILVE,124,NA,NA
1999,ILVE-04,ILVE,126,NA,NA
2000,ILVE-04,ILVE,130,NA,NA
2001,ILVE-04,ILVE,129,NA,NA
1990,KAAN-01,KAAN,148,166,18
1991,KAAN-01,KAAN,135,153,18
1992,KAAN-01,KAAN,141,172,31
1993,KAAN-01,KAAN,142,167,25
1994,KAAN-01,KAAN,145,169,24
1995,KAAN-01,KAAN,149,167,18
1996,KAAN-01,KAAN,146,168,22
1997,KAAN-01,KAAN,151,NA,NA
1998,KAAN-01,KAAN,137,NA,NA
1999,KAAN-01,KAAN,136,NA,NA
2000,KAAN-01,KAAN,144,NA,NA
2001,KAAN-01,KAAN,140,NA,NA
1990,KAAN-02,KAAN,148,NA,NA
1991,KAAN-02,KAAN,142,150,8
1992,KAAN-02,KAAN,149,NA,NA
1993,KAAN-02,KAAN,147,NA,NA
1994,KAAN-02,KAAN,155,169,14
1995,KAAN-02,KAAN,145,172,27
1996,KAAN-02,KAAN,146,172,26
1997,KAAN-02,KAAN,151,NA,NA
1998,KAAN-02,KAAN,142,NA,NA
1999,KAAN-02,KAAN,140,164,24
2000,KAAN-02,KAAN,145,176,31
2001,KAAN-02,KAAN,150,NA,NA
1990,KAAN-03,KAAN,146,171,25
1991,KAAN-03,KAAN,139,158,19
1992,KAAN-03,KAAN,149,172,23
1993,KAAN-03,KAAN,138,NA,NA
1994,KAAN-03,KAAN,149,162,13
1995,KAAN-03,KAAN,145,NA,NA
1996,KAAN-03,KAAN,146,168,22
1997,KAAN-03,KAAN,151,178,27
1998,KAAN-03,KAAN,141,163,22
1999,KAAN-03,KAAN,146,NA,NA
2000,KAAN-03,KAAN,145,170,25
2001,KAAN-03,KAAN,148,NA,NA
1990,KALA-01,KALA,147,176,29
1991,KALA-01,KALA,135,158,23
1992,KALA-01,KALA,144,182,38
1993,KALA-01,KALA,139,167,28
1994,KALA-01,KALA,145,184,39
1995,KALA-01,KALA,143,167,24
1996,KALA-01,KALA,143,176,33
1997,KALA-01,KALA,151,178,27
1998,KALA-01,KALA,135,163,28
1999,KALA-01,KALA,136,164,28
2000,KALA-01,KALA,135,176,41
2001,KALA-01,KALA,137,NA,NA
1990,KALA-02,KALA,148,176,28
1991,KALA-02,KALA,145,158,13
1992,KALA-02,KALA,154,172,18
1993,KALA-02,KALA,139,NA,NA
1994,KALA-02,KALA,143,169,26
1995,KALA-02,KALA,143,172,29
1996,KALA-02,KALA,146,172,26
1997,KALA-02,KALA,151,178,27
1998,KALA-02,KALA,135,163,28
1999,KALA-02,KALA,137,164,27
2000,KALA-02,KALA,135,170,35
2001,KALA-02,KALA,142,NA,NA
1990,KALA-03,KALA,143,171,28
1991,KALA-03,KALA,135,153,18
1992,KALA-03,KALA,145,172,27
1993,KALA-03,KALA,135,167,32
1994,KALA-03,KALA,145,169,24
1995,KALA-03,KALA,140,167,27
1996,KALA-03,KALA,141,168,27
1997,KALA-03,KALA,146,170,24
1998,KALA-03,KALA,137,156,19
1999,KALA-03,KALA,137,158,21
2000,KALA-03,KALA,144,166,22
2001,KALA-03,KALA,134,NA,NA
1990,LYLI-01,LYLI,130,180,50
1991,LYLI-01,LYLI,129,168,39
1992,LYLI-01,LYLI,138,NA,NA
1993,LYLI-01,LYLI,119,NA,NA
1994,LYLI-01,LYLI,135,176,41
1995,LYLI-01,LYLI,132,NA,NA
1996,LYLI-01,LYLI,126,NA,NA
1997,LYLI-01,LYLI,138,186,48
1998,LYLI-01,LYLI,126,NA,NA
1999,LYLI-01,LYLI,133,NA,NA
2000,LYLI-01,LYLI,131,182,51
2001,LYLI-01,LYLI,124,NA,NA
1991,LYLI-02,LYLI,151,NA,NA
1992,LYLI-02,LYLI,138,193,55
1993,LYLI-02,LYLI,120,NA,NA
1994,LYLI-02,LYLI,135,176,41
1995,LYLI-02,LYLI,134,191,57
1996,LYLI-02,LYLI,119,190,71
1997,LYLI-02,LYLI,139,186,47
1998,LYLI-02,LYLI,126,172,46
1999,LYLI-02,LYLI,130,150,20
2000,LYLI-02,LYLI,131,188,57
2001,LYLI-02,LYLI,124,NA,NA
1991,LYLI-03,LYLI,129,175,46
1992,LYLI-03,LYLI,140,NA,NA
1993,LYLI-03,LYLI,123,NA,NA
1994,LYLI-03,LYLI,133,184,51
1995,LYLI-03,LYLI,134,NA,NA
1996,LYLI-03,LYLI,120,NA,NA
1997,LYLI-03,LYLI,138,196,58
1998,LYLI-03,LYLI,126,156,30
1999,LYLI-03,LYLI,130,NA,NA
2000,LYLI-03,LYLI,131,188,57
2001,LYLI-03,LYLI,124,NA,NA
1990,NEMU-01,NEMU,118,158,40
1991,NEMU-01,NEMU,115,NA,NA
1992,NEMU-01,NEMU,134,NA,NA
1993,NEMU-01,NEMU,118,NA,NA
1994,NEMU-01,NEMU,122,NA,NA
1995,NEMU-01,NEMU,126,NA,NA
1996,NEMU-01,NEMU,115,NA,NA
1997,NEMU-01,NEMU,133,NA,NA
1998,NEMU-01,NEMU,111,126,15
1999,NEMU-01,NEMU,123,NA,NA
2000,NEMU-01,NEMU,127,134,7
2001,NEMU-01,NEMU,123,NA,NA
1991,NEMU-02,NEMU,116,146,30
1992,NEMU-02,NEMU,134,148,14
1993,NEMU-02,NEMU,117,NA,NA
1994,NEMU-02,NEMU,122,145,23
1995,NEMU-02,NEMU,126,139,13
1996,NEMU-02,NEMU,115,140,25
1997,NEMU-02,NEMU,132,150,18
1998,NEMU-02,NEMU,114,126,12
1999,NEMU-02,NEMU,125,138,13
2000,NEMU-02,NEMU,128,140,12
2001,NEMU-02,NEMU,123,124,1
1991,NEMU-03,NEMU,119,128,9
1992,NEMU-03,NEMU,127,141,14
1993,NEMU-03,NEMU,117,126,9
1994,NEMU-03,NEMU,121,134,13
1995,NEMU-03,NEMU,126,139,13
1996,NEMU-03,NEMU,115,132,17
1997,NEMU-03,NEMU,131,144,13
1998,NEMU-03,NEMU,112,126,14
1999,NEMU-03,NEMU,123,132,9
2000,NEMU-03,NEMU,125,130,5
2001,NEMU-03,NEMU,121,124,3
1990,NYSY-01,NYSY,138,NA,NA
1991,NYSY-01,NYSY,129,NA,NA
1992,NYSY-01,NYSY,141,NA,NA
1990,NYSY-02,NYSY,139,NA,NA
1991,NYSY-02,NYSY,129,NA,NA
1992,NYSY-02,NYSY,141,NA,NA
1993,NYSY-02,NYSY,130,NA,NA
1994,NYSY-02,NYSY,141,169,28
1995,NYSY-02,NYSY,140,NA,NA
1996,NYSY-02,NYSY,141,NA,NA
1997,NYSY-02,NYSY,149,NA,NA
1998,NYSY-02,NYSY,131,NA,NA
1999,NYSY-02,NYSY,133,164,31
2000,NYSY-02,NYSY,131,170,39
2001,NYSY-02,NYSY,145,NA,NA
1991,NYSY-03,NYSY,151,158,7
1992,NYSY-03,NYSY,141,NA,NA
1993,NYSY-03,NYSY,134,NA,NA
1994,NYSY-03,NYSY,145,169,24
1995,NYSY-03,NYSY,144,NA,NA
1996,NYSY-03,NYSY,146,168,22
1997,NYSY-03,NYSY,151,NA,NA
1998,NYSY-03,NYSY,137,156,19
1999,NYSY-03,NYSY,137,150,13
2000,NYSY-03,NYSY,136,170,34
2001,NYSY-03,NYSY,133,NA,NA
1993,NYSY-04,NYSY,128,NA,NA
1994,NYSY-04,NYSY,140,NA,NA
1995,NYSY-04,NYSY,140,NA,NA
1996,NYSY-04,NYSY,137,NA,NA
1997,NYSY-04,NYSY,146,NA,NA
1998,NYSY-04,NYSY,129,NA,NA
1999,NYSY-04,NYSY,132,NA,NA
2000,NYSY-04,NYSY,131,NA,NA
2001,NYSY-04,NYSY,124,NA,NA
1990,PIST-01,PIST,166,NA,NA
1991,PIST-01,PIST,153,NA,NA
1992,PIST-01,PIST,165,NA,NA
1993,PIST-01,PIST,151,NA,NA
1994,PIST-01,PIST,145,NA,NA
1995,PIST-01,PIST,161,176,15
1996,PIST-01,PIST,162,NA,NA
1997,PIST-01,PIST,165,NA,NA
1998,PIST-01,PIST,150,NA,NA
1999,PIST-01,PIST,151,NA,NA
2000,PIST-01,PIST,156,NA,NA
2001,PIST-01,PIST,159,NA,NA
1990,PIST-02,PIST,161,NA,NA
1991,PIST-02,PIST,153,NA,NA
1992,PIST-02,PIST,165,NA,NA
1993,PIST-02,PIST,153,NA,NA
1994,PIST-02,PIST,149,NA,NA
1995,PIST-02,PIST,161,176,15
1996,PIST-02,PIST,162,NA,NA
1997,PIST-02,PIST,164,NA,NA
1998,PIST-02,PIST,151,NA,NA
1999,PIST-02,PIST,151,NA,NA
2000,PIST-02,PIST,158,NA,NA
2001,PIST-02,PIST,156,NA,NA
1990,PIST-03,PIST,161,NA,NA
1991,PIST-03,PIST,153,NA,NA
1992,PIST-03,PIST,160,NA,NA
1993,PIST-03,PIST,151,NA,NA
1994,PIST-03,PIST,149,NA,NA
1995,PIST-03,PIST,161,184,23
1996,PIST-03,PIST,162,NA,NA
1997,PIST-03,PIST,164,NA,NA
1998,PIST-03,PIST,150,NA,NA
1999,PIST-03,PIST,151,NA,NA
2000,PIST-03,PIST,156,NA,NA
2001,PIST-03,PIST,160,NA,NA
1990,PIST-04,PIST,166,NA,NA
1991,PIST-04,PIST,150,NA,NA
1992,PIST-04,PIST,165,NA,NA
1993,PIST-04,PIST,156,NA,NA
1994,PIST-04,PIST,149,169,20
1995,PIST-04,PIST,161,167,6
1996,PIST-04,PIST,162,NA,NA
1997,PIST-04,PIST,164,NA,NA
1998,PIST-04,PIST,150,NA,NA
1999,PIST-04,PIST,151,158,7
2000,PIST-04,PIST,156,NA,NA
2001,PIST-04,PIST,159,NA,NA
1990,POTR-01,POTR,120,NA,NA
1991,POTR-01,POTR,104,94,-10
1990,POTR-02,POTR,119,82,-37
1991,POTR-02,POTR,111,84,-27
1992,POTR-02,POTR,127,116,-11
1993,POTR-02,POTR,117,108,-9
1994,POTR-02,POTR,121,103,-18
1995,POTR-02,POTR,126,90,-36
1996,POTR-02,POTR,119,90,-29
1997,POTR-02,POTR,124,102,-22
1998,POTR-02,POTR,106,93,-13
1999,POTR-02,POTR,119,95,-24
2000,POTR-02,POTR,124,87,-37
2001,POTR-02,POTR,115,105,-10
2002,POTR-02,POTR,108,104,-4
2003,POTR-02,POTR,123,102,-21
2004,POTR-02,POTR,120,NA,NA
2005,POTR-02,POTR,115,NA,NA
2006,POTR-02,POTR,116,NA,NA
2007,POTR-02,POTR,129,NA,NA
2008,POTR-02,POTR,116,NA,NA
2009,POTR-02,POTR,116,NA,NA
2010,POTR-02,POTR,100,NA,NA
2011,POTR-02,POTR,121,NA,NA
2012,POTR-02,POTR,112,NA,NA
2013,POTR-02,POTR,121,NA,NA
2014,POTR-02,POTR,130,NA,NA
2015,POTR-02,POTR,125,NA,NA
2016,POTR-02,POTR,128,NA,NA
2017,POTR-02,POTR,118,NA,NA
2018,POTR-02,POTR,126,NA,NA
2019,POTR-02,POTR,126,NA,NA
2020,POTR-02,POTR,137,NA,NA
2021,POTR-02,POTR,126,NA,NA
2022,POTR-02,POTR,130,NA,NA
2023,POTR-02,POTR,113,NA,NA
1991,POTR-03,POTR,110,109,-1
1992,POTR-03,POTR,127,92,-35
1993,POTR-03,POTR,117,85,-32
1993,POTR-04,POTR,105,NA,NA
1994,POTR-04,POTR,122,90,-32
1995,POTR-04,POTR,126,NA,NA
1996,POTR-04,POTR,125,90,-35
1997,POTR-04,POTR,122,96,-26
1998,POTR-04,POTR,106,86,-20
1999,POTR-04,POTR,119,89,-30
2000,POTR-04,POTR,127,87,-40
2001,POTR-04,POTR,121,105,-16
2002,POTR-04,POTR,108,108,0
2003,POTR-04,POTR,120,102,-18
2004,POTR-04,POTR,116,NA,NA
2005,POTR-04,POTR,111,NA,NA
2006,POTR-04,POTR,109,NA,NA
2007,POTR-04,POTR,123,NA,NA
2008,POTR-04,POTR,111,NA,NA
2009,POTR-04,POTR,115,NA,NA
2010,POTR-04,POTR,99,NA,NA
2011,POTR-04,POTR,NA,NA,NA
2011,POTR-05,POTR,130,NA,NA
2012,POTR-05,POTR,114,NA,NA
2013,POTR-05,POTR,126,NA,NA
2014,POTR-05,POTR,136,NA,NA
2015,POTR-05,POTR,127,NA,NA
2016,POTR-05,POTR,133,NA,NA
2017,POTR-05,POTR,121,NA,NA
2018,POTR-05,POTR,126,NA,NA
2019,POTR-05,POTR,131,NA,NA
2020,POTR-05,POTR,137,NA,NA
2021,POTR-05,POTR,136,NA,NA
2022,POTR-05,POTR,135,NA,NA
2023,POTR-05,POTR,127,NA,NA
1990,PRSE-01,PRSE,116,NA,NA
1991,PRSE-01,PRSE,97,NA,NA
1992,PRSE-01,PRSE,113,NA,NA
1993,PRSE-01,PRSE,109,NA,NA
1994,PRSE-01,PRSE,109,NA,NA
1995,PRSE-01,PRSE,114,NA,NA
1996,PRSE-01,PRSE,111,NA,NA
1997,PRSE-01,PRSE,113,NA,NA
1998,PRSE-01,PRSE,106,NA,NA
1999,PRSE-01,PRSE,107,NA,NA
2000,PRSE-01,PRSE,104,NA,NA
2001,PRSE-01,PRSE,117,NA,NA
2002,PRSE-01,PRSE,104,NA,NA
2003,PRSE-01,PRSE,109,NA,NA
2004,PRSE-01,PRSE,111,NA,NA
2005,PRSE-01,PRSE,107,NA,NA
2006,PRSE-01,PRSE,104,NA,NA
2007,PRSE-01,PRSE,112,NA,NA
2008,PRSE-01,PRSE,111,NA,NA
2009,PRSE-01,PRSE,114,NA,NA
2010,PRSE-01,PRSE,95,NA,NA
2011,PRSE-01,PRSE,118,NA,NA
2012,PRSE-01,PRSE,87,NA,NA
2013,PRSE-01,PRSE,115,NA,NA
2014,PRSE-01,PRSE,116,NA,NA
2015,PRSE-01,PRSE,119,NA,NA
2016,PRSE-01,PRSE,107,NA,NA
2017,PRSE-01,PRSE,106,NA,NA
2018,PRSE-01,PRSE,120,NA,NA
2019,PRSE-01,PRSE,110,NA,NA
2020,PRSE-01,PRSE,116,NA,NA
2021,PRSE-01,PRSE,101,NA,NA
2022,PRSE-01,PRSE,107,NA,NA
2023,PRSE-01,PRSE,101,NA,NA
1990,PRSE-02,PRSE,111,NA,NA
1991,PRSE-02,PRSE,97,NA,NA
1992,PRSE-02,PRSE,120,NA,NA
1993,PRSE-02,PRSE,109,NA,NA
1994,PRSE-02,PRSE,115,NA,NA
1995,PRSE-02,PRSE,114,NA,NA
1996,PRSE-02,PRSE,112,NA,NA
1997,PRSE-02,PRSE,115,NA,NA
1998,PRSE-02,PRSE,106,NA,NA
1999,PRSE-02,PRSE,110,NA,NA
2000,PRSE-02,PRSE,108,NA,NA
2001,PRSE-02,PRSE,120,NA,NA
2002,PRSE-02,PRSE,104,NA,NA
2003,PRSE-02,PRSE,119,NA,NA
2004,PRSE-02,PRSE,112,NA,NA
2005,PRSE-02,PRSE,110,NA,NA
2006,PRSE-02,PRSE,109,NA,NA
2007,PRSE-02,PRSE,117,NA,NA
2008,PRSE-02,PRSE,111,NA,NA
2009,PRSE-02,PRSE,115,NA,NA
2010,PRSE-02,PRSE,97,NA,NA
2011,PRSE-02,PRSE,118,NA,NA
2012,PRSE-02,PRSE,95,NA,NA
2013,PRSE-02,PRSE,117,NA,NA
2014,PRSE-02,PRSE,122,NA,NA
2015,PRSE-02,PRSE,120,NA,NA
2016,PRSE-02,PRSE,112,NA,NA
2017,PRSE-02,PRSE,108,NA,NA
2018,PRSE-02,PRSE,120,NA,NA
2019,PRSE-02,PRSE,111,NA,NA
2020,PRSE-02,PRSE,123,NA,NA
2021,PRSE-02,PRSE,108,NA,NA
2022,PRSE-02,PRSE,114,NA,NA
2023,PRSE-02,PRSE,113,NA,NA
1990,PRSE-03,PRSE,116,147,31
1991,PRSE-03,PRSE,97,97,0
1992,PRSE-03,PRSE,113,152,39
1993,PRSE-03,PRSE,109,146,37
1994,PRSE-03,PRSE,109,149,40
1995,PRSE-03,PRSE,114,149,35
1996,PRSE-03,PRSE,111,146,35
1997,PRSE-03,PRSE,113,157,44
1998,PRSE-03,PRSE,106,100,-6
1999,PRSE-03,PRSE,109,144,35
2000,PRSE-03,PRSE,106,145,39
2001,PRSE-03,PRSE,116,NA,NA
2001,PRSE-04,PRSE,125,139,14
2002,PRSE-04,PRSE,108,NA,NA
2003,PRSE-04,PRSE,118,NA,NA
2004,PRSE-04,PRSE,112,NA,NA
2005,PRSE-04,PRSE,109,NA,NA
2006,PRSE-04,PRSE,109,NA,NA
2007,PRSE-04,PRSE,118,NA,NA
2008,PRSE-04,PRSE,111,NA,NA
2009,PRSE-04,PRSE,116,NA,NA
2010,PRSE-04,PRSE,98,NA,NA
2011,PRSE-04,PRSE,119,NA,NA
2012,PRSE-04,PRSE,104,NA,NA
2013,PRSE-04,PRSE,119,NA,NA
2014,PRSE-04,PRSE,123,NA,NA
2015,PRSE-04,PRSE,123,NA,NA
2016,PRSE-04,PRSE,121,NA,NA
2017,PRSE-04,PRSE,114,NA,NA
2018,PRSE-04,PRSE,124,NA,NA
2019,PRSE-04,PRSE,115,NA,NA
2020,PRSE-04,PRSE,123,NA,NA
2021,PRSE-04,PRSE,113,NA,NA
2022,PRSE-04,PRSE,123,NA,NA
2023,PRSE-04,PRSE,109,NA,NA
1990,QUAL-01,QUAL,131,NA,NA
1991,QUAL-01,QUAL,119,NA,NA
1992,QUAL-01,QUAL,138,NA,NA
1993,QUAL-01,QUAL,124,NA,NA
1994,QUAL-01,QUAL,138,NA,NA
1995,QUAL-01,QUAL,133,NA,NA
1996,QUAL-01,QUAL,135,NA,NA
1997,QUAL-01,QUAL,148,NA,NA
1990,QUAL-02,QUAL,140,NA,NA
1991,QUAL-02,QUAL,135,NA,NA
1992,QUAL-02,QUAL,141,NA,NA
1993,QUAL-02,QUAL,130,NA,NA
1994,QUAL-02,QUAL,136,NA,NA
1995,QUAL-02,QUAL,139,NA,NA
